# macros.tsv — every public macro in Lua headers → Rust equivalent
# Columns: macro	source_header	rust_form	notes
# Conventions: o = TValue, t = Table, ts = TString, ci = CallInfo, L = lua_State, g = global_State, n = Node.
# Translate call-site form, not the macro body. Types follow PORTING.md §3 (LuaValue/LuaState/etc.).
#
# --- Visibility markers ---
setobj	lobject.h	*obj1 = obj2.clone()	plain TValue copy; LuaValue: Clone is cheap (refcount bump for GC variants)
setnodekey	lobject.h	n.set_key(state, obj)	copies a TValue into a Node's key fields
getnodekey	lobject.h	*obj = n.key_value()	copies a Node's key out as a TValue
#
# --- Stack value setters ---
s2v	lobject.h	state.stack_at(idx)	convert StackValue -> &TValue; in Rust the stack holds LuaValue directly
setobjs2s	lobject.h	state.set_at(o1, state.get_at(o2).clone())	stack-to-stack copy; clone first to avoid borrow conflict
setobj2s	lobject.h	state.set_at(o1, v.clone())	external-value-to-stack copy
setobj2n	lobject.h	*dst = src.clone()	alias of setobj; "to new object"
setobj2t	lobject.h	t.set(state, k, v.clone())?	value-to-table; goes through Table::set
setobjt2t	lobject.h	*dst = src.clone()	alias of setobj; same-table copy
setsvalue2s	lobject.h	state.set_at(o, LuaValue::Str(s.clone()))	-
sethvalue2s	lobject.h	state.set_at(o, LuaValue::Table(t.clone()))	-
setclLvalue2s	lobject.h	state.set_at(o, LuaValue::Function(LuaClosure::Lua(cl.clone())))	-
setthvalue2s	lobject.h	state.set_at(o, LuaValue::Thread(th.clone()))	-
setsvalue2n	lobject.h	*dst = LuaValue::Str(s.clone())	alias of setsvalue; "to new object"
#
# --- GC macros ---
G	lstate.h	state.global()	&GlobalState accessor; on &mut LuaState use `state.global_mut()`
gettotalbytes	lstate.h	g.total_bytes()	method on GlobalState; returns u64/usize
completestate	lstate.h	g.is_complete()	flagged via `g.nilvalue` in C; in Rust use a bool field
gco2ts	lstate.h	gc.cast_string()	C union downcast; in Rust the GcRef knows its type — drop
gco2u	lstate.h	gc.cast_userdata()	"
gco2lcl	lstate.h	gc.cast_lua_closure()	"
gco2ccl	lstate.h	gc.cast_c_closure()	"
gco2cl	lstate.h	gc.cast_closure()	"
gco2t	lstate.h	gc.cast_table()	"
gco2p	lstate.h	gc.cast_proto()	"
gco2th	lstate.h	gc.cast_thread()	"
gco2upv	lstate.h	gc.cast_upval()	"
obj2gco	lstate.h	(&x).as_gc_ref()	upcast specific GC type to GcRef<dyn Collectable>
cast_u	lstate.h		C-only union downcast (`GCUnion *`); drop entirely
luaC_objbarrier	lgc.h	state.gc().obj_barrier(p, o)	GC write barrier; no-op in Phases A-C
luaC_barrier	lgc.h	state.gc().barrier(p, v)	GC barrier for a TValue; no-op in Phases A-C
luaC_objbarrierback	lgc.h	state.gc().obj_barrier_back(p, o)	backward barrier; no-op in Phases A-C
luaC_barrierback	lgc.h	state.gc().barrier_back(p, v)	backward barrier; no-op in Phases A-C
luaC_condGC	lgc.h	state.gc().cond_step()	conditional GC step; no-op in Phases A-C
luaC_checkGC	lgc.h	state.gc().check_step()	conditional GC step; no-op in Phases A-C
luaC_white	lgc.h	g.current_white()	returns the "white" color bits; only meaningful in Phase D
isdead	lgc.h	g.is_dead(obj)	GC liveness predicate; only meaningful in Phase D
isdeadm	lgc.h	((m) & (ow)) != 0	masked liveness predicate
isblack	lgc.h	obj.is_black()	GC color predicate; only meaningful in Phase D
iswhite	lgc.h	obj.is_white()	"
isgray	lgc.h	obj.is_gray()	"
tofinalize	lgc.h	obj.is_finalized()	GC finalizer flag; only meaningful in Phase D
otherwhite	lgc.h	g.other_white()	other-color bits for GC sweep
changewhite	lgc.h	obj.flip_white()	GC color flip; only meaningful in Phase D
nw2black	lgc.h	obj.set_black()	GC color set; only meaningful in Phase D
gcrunning	lgc.h	g.gc_running()	-
keepinvariant	lgc.h	g.keep_invariant()	GC propagate-phase predicate
issweepphase	lgc.h	g.is_sweep_phase()	-
isold	lgc.h	obj.is_old()	generational-mode age predicate
isdecGCmodegen	lgc.h	g.is_gen_mode()	-
resetbits	lgc.h	x &= !(m)	bit op
setbits	lgc.h	x |= m	bit op
testbits	lgc.h	(x & m) != 0	bit op
bitmask	lgc.h	(1u32 << b)	bit op
bit2mask	lgc.h	(1u32 << b1) | (1u32 << b2)	bit op
l_setbit	lgc.h	x |= 1 << b	bit op
resetbit	lgc.h	x &= !(1 << b)	bit op
testbit	lgc.h	(x & (1 << b)) != 0	bit op
getage	lgc.h	obj.age()	GC generational-age accessor
setage	lgc.h	obj.set_age(a)	GC generational-age setter
changeage	lgc.h	obj.change_age(from, to)	GC generational-age transition (debug-asserts source age)
getgcparam	lgc.h	(p as u32) * 4	GC param stored /4 for byte fit
setgcparam	lgc.h	p = v / 4	"
#
# --- String macros ---
getstr	lobject.h	ts.as_bytes()	returns &[u8]
getlngstr	lobject.h	ts.as_bytes()	long-string accessor; in Rust short/long unified at &[u8] level
getshrstr	lobject.h	ts.as_bytes()	short-string accessor; same interface
tsslen	lobject.h	ts.len()	returns usize
sizelstring	lstring.h		C allocation-size helper; drop — Rust allocates via `Box<[u8]>` / `Rc<[u8]>`
luaS_newliteral	lstring.h	state.intern_str(b"...")	wraps `luaS_newlstr` for string literals
isreserved	lstring.h	ts.is_reserved_word()	short-string-only predicate
eqshrstr	lstring.h	Rc::ptr_eq(a, b)	short strings are interned; pointer equality
MEMERRMSG	lstring.h	const MEMERR_MSG: &[u8] = b"not enough memory"	preallocated OOM message
LL	llimits.h	literal.len()	`LL(x)` in C is `sizeof(x)-1` for string literals; in Rust use `.len()` on a `&[u8]`
LUAI_MAXSHORTLEN	llimits.h	const MAX_SHORT_LEN: usize = 40	short-string cutoff
MINSTRTABSIZE	llimits.h	const MIN_STR_TAB_SIZE: usize = 128	-
STRCACHE_N	llimits.h	const STRCACHE_N: usize = 53	api-string cache buckets
STRCACHE_M	llimits.h	const STRCACHE_M: usize = 2	api-string cache slots per bucket
LUA_MINBUFFER	llimits.h	const LUA_MIN_BUFFER: usize = 32	auxlib buffer min size
#
# --- Table macros ---
lmod	lobject.h	(s & (size - 1)) as usize	power-of-two modulo; document the invariant `size.is_power_of_two()`
twoto	lobject.h	1u32 << x	-
sizenode	lobject.h	1u32 << t.lsizenode()	hash-table size from log2
allocsizenode	ltable.h	if t.is_dummy() { 0 } else { 1u32 << t.lsizenode() }	-
isdummy	ltable.h	t.is_dummy()	true when t has no allocated hash part
gnode	ltable.h	&t.node[i]	hash-bucket accessor
gval	ltable.h	&n.value	value side of a Node
gnext	ltable.h	n.next	collision-chain index (i32 in C; isize in Rust)
nodefromval	ltable.h		C pointer arithmetic to recover Node from its value field; not applicable in Rust
invalidateTMcache	ltable.h	t.invalidate_tm_cache()	clears the fast-access tagmethod bits
keytt	lobject.h	n.key_type_tag()	-
keyval	lobject.h	n.key_raw()	C-union accessor; in Rust returns the key payload
keyisnil	lobject.h	n.key_is_nil()	-
keyisinteger	lobject.h	n.key_is_int()	-
keyival	lobject.h	n.key_int()	-> i64
keyisshrstr	lobject.h	n.key_is_short_string()	-
keystrval	lobject.h	n.key_string()	-> &GcRef<LuaString>
setnilkey	lobject.h	n.set_key_nil()	mark key slot empty
setdeadkey	lobject.h	n.set_key_dead()	tombstone for removed keys (preserves gcvalue for traversal)
keyisdead	lobject.h	n.key_is_dead()	-
gckey	lobject.h	n.key_gc()	GC pointer of a Node's key
gckeyN	lobject.h	n.key_gc_opt()	None if key is non-collectable
BITRAS	lobject.h	const BIT_RAS: u8 = 1 << 7	"realasize" flag bit in Table.flags
isrealasize	lobject.h	t.is_real_asize()	-
setrealasize	lobject.h	t.set_real_asize()	clears BITRAS
setnorealasize	lobject.h	t.set_no_real_asize()	sets BITRAS
maskflags	ltm.h	const MASK_FLAGS: u8 = (1 << (TM_EQ as u32 + 1)) - 1	mask covering fast-access TM bits in Table.flags
#
# --- Tag-method (metatable) macros ---
notm	ltm.h	tm.is_nil()	"no tagmethod" predicate
gfasttm	ltm.h	g.fast_tm(et, e)	fast-path TM lookup using flags bitmap
fasttm	ltm.h	state.fast_tm(et, e)	wraps gfasttm with G(L)
ttypename	ltm.h	type_name(t)	returns &'static [u8] for a LuaType
#
# --- CallInfo / state macros ---
isLua	lstate.h	ci.is_lua()	true if active function is a Lua function (not C)
isLuacode	lstate.h	ci.is_lua_code()	true if running Lua bytecode (not a hook)
setoah	lstate.h	ci.set_oah(v)	stores original-allowhook flag in callstatus bit 0
getoah	lstate.h	ci.get_oah()	reads original-allowhook flag from callstatus
yieldable	lstate.h	state.is_yieldable()	-
getCcalls	lstate.h	state.c_calls()	lower 16 bits of nCcalls
incnny	lstate.h	state.inc_nny()	increment non-yieldable count
decnny	lstate.h	state.dec_nny()	decrement non-yieldable count
nyci	lstate.h	const NYCI: u32 = 0x10001	non-yieldable call increment composite constant
getcistrecst	lstate.h	ci.recover_status()	reads RECST field from callstatus (3 bits)
setcistrecst	lstate.h	ci.set_recover_status(st)	writes RECST field (debug-asserts fits in 3 bits)
ci_func	ldebug.h	ci.lua_closure()	&GcRef<LuaClosure::Lua> for the active Lua frame
resethookcount	ldebug.h	state.reset_hook_count()	`L->hookcount = L->basehookcount`
pcRel	ldebug.h	(pc - proto.code_base()) as i32 - 1	pc-relative offset into the bytecode array
ABSLINEINFO	ldebug.h	const ABS_LINE_INFO: i8 = -0x80	sentinel byte in lineinfo array
MAXIWTHABS	ldebug.h	const MAX_IWTH_ABS: i32 = 128	maximum instructions without absolute line info
EXTRA_STACK	lstate.h	const EXTRA_STACK: u32 = 5	stack-overflow slack
BASIC_STACK_SIZE	lstate.h	const BASIC_STACK_SIZE: u32 = 2 * LUA_MINSTACK	default per-thread stack
stacksize	lstate.h	state.stack_size()	current stack capacity
KGC_INC	lstate.h	GcKind::Incremental	-
KGC_GEN	lstate.h	GcKind::Generational	-
CIST_OAH	lstate.h	const CIST_OAH: u16 = 1 << 0	bit in callstatus: original allowhook
CIST_C	lstate.h	const CIST_C: u16 = 1 << 1	bit: call is a C function
CIST_FRESH	lstate.h	const CIST_FRESH: u16 = 1 << 2	bit: fresh luaV_execute frame
CIST_HOOKED	lstate.h	const CIST_HOOKED: u16 = 1 << 3	bit: running a debug hook
CIST_YPCALL	lstate.h	const CIST_YPCALL: u16 = 1 << 4	bit: yieldable protected call
CIST_TAIL	lstate.h	const CIST_TAIL: u16 = 1 << 5	bit: tail-called
CIST_HOOKYIELD	lstate.h	const CIST_HOOKYIELD: u16 = 1 << 6	bit: last hook yielded
CIST_FIN	lstate.h	const CIST_FIN: u16 = 1 << 7	bit: called a finalizer
CIST_TRAN	lstate.h	const CIST_TRAN: u16 = 1 << 8	bit: has transfer info
CIST_CLSRET	lstate.h	const CIST_CLSRET: u16 = 1 << 9	bit: closing tbc vars
CIST_RECST	lstate.h	const CIST_RECST: u32 = 10	bit offset for RECST field
#
# --- ldo / call-stack macros ---
luaD_checkstack	ldo.h	state.check_stack(n)?	may grow the stack; returns Result
luaD_checkstackaux	ldo.h	state.check_stack(n)?	C variant takes pre/pos to save pointers; in Rust StackIdx is stable across grows
checkstackp	ldo.h	state.check_stack(n)?	C variant preserving a pointer; in Rust use StackIdx which survives reallocation
checkstackGCp	ldo.h	{ state.check_stack(n)?; state.gc().check_step(); }	preserve-and-GC; same point as above
checkstackGC	ldo.h	{ state.check_stack(fsize)?; state.gc().check_step(); }	-
savestack	ldo.h	idx	C saves a pointer as a byte-offset across realloc; in Rust StackIdx is already that
restorestack	ldo.h	idx	C restores a pointer from a byte-offset; in Rust StackIdx is already that
hastocloseCfunc	lapi.h	n < LUA_MULTRET	predicate for the nresults encoding
codeNresults	lapi.h	-(n) - 3	encode nresults for to-be-closed presence
decodeNresults	lapi.h	-(n) - 3	decode nresults
adjustresults	lapi.h	state.adjust_results(nres)	expand ci.top if needed
#
# --- API check macros ---
api_check	llimits.h	debug_assert!(x, "msg")	api precondition
api_checknelems	lapi.h	debug_assert!(n < (state.top_idx() - state.ci_func_idx()), "not enough elements")	stack-depth check
api_incr_top	lapi.h		C bumps `L->top.p++`; in Rust `state.push(v)` already increments — drop
luai_apicheck	luaconf.h	debug_assert!(e)	low-level api check
#
# --- Assertion macros ---
lua_assert	llimits.h	debug_assert!(x)	internal assertion
lua_longassert	llimits.h	debug_assert!(x)	expensive assertion; same as lua_assert in Rust
check_exp	llimits.h	{ debug_assert!(c); e }	"asserted expression" — assert side-effect-free, then eval e
LUAI_ASSERT	luaconf.h		C-side feature toggle; in Rust use `#[cfg(debug_assertions)]` directly
luai_apicheck	luaconf.h	debug_assert!(e)	-
#
# --- Cast macros ---
cast	llimits.h	(x) as T	general cast — use the actual target type, not literal `T`
cast_void	llimits.h	let _ = x;	discards value; matches C `(void)x` idiom
cast_voidp	llimits.h	x as *mut c_void	raw-ptr cast; only inside `lua-gc`/`lua-coro`
cast_num	llimits.h	x as f64	-
cast_int	llimits.h	x as i32	use `i32::try_from(x).expect(...)` for narrowing if x is unsigned and width-uncertain
cast_uint	llimits.h	x as u32	-
cast_byte	llimits.h	x as u8	-
cast_uchar	llimits.h	x as u8	-
cast_char	llimits.h	x as i8	C `char` is signed by default on common platforms; lua treats data as bytes
cast_charp	llimits.h	x.as_ptr() as *mut c_char	raw-ptr cast; only inside `lua-gc`/`lua-coro`
cast_sizet	llimits.h	x as usize	-
l_castS2U	llimits.h	x as u64	signed lua_Integer -> unsigned
l_castU2S	llimits.h	x as i64	unsigned -> signed lua_Integer
point2uint	llimits.h	(p as usize as u32)	pointer-to-u32 for hashing; only inside `lua-gc`/`lua-coro`
#
# --- Concurrency / thread markers ---
lua_lock	llimits.h		no-op in default build; drop the call entirely
lua_unlock	llimits.h		no-op in default build; drop the call entirely
luai_threadyield	llimits.h		no-op in default build; drop entirely
luai_userstateopen	llimits.h		extension hook (no-op default); drop
luai_userstateclose	llimits.h		extension hook (no-op default); drop
luai_userstatethread	llimits.h		extension hook (no-op default); drop
luai_userstatefree	llimits.h		extension hook (no-op default); drop
luai_userstateresume	llimits.h		extension hook (no-op default); drop
luai_userstateyield	llimits.h		extension hook (no-op default); drop
#
# --- Numeric primitive macros ---
luai_numadd	llimits.h	a + b	float add
luai_numsub	llimits.h	a - b	float sub
luai_nummul	llimits.h	a * b	float mul
luai_numdiv	llimits.h	a / b	float div
luai_numidiv	llimits.h	(a / b).floor()	floor-division on floats
luai_nummod	llimits.h	state.float_mod(a, b)	`fmod`-based mod with sign correction; non-trivial — make a helper
luai_numpow	llimits.h	if b == 2.0 { a * a } else { a.powf(b) }	-
luai_numunm	llimits.h	-a	-
luai_numeq	llimits.h	a == b	float eq (NaN-aware: false for NaN)
luai_numlt	llimits.h	a < b	-
luai_numle	llimits.h	a <= b	-
luai_numgt	llimits.h	a > b	-
luai_numge	llimits.h	a >= b	-
luai_numisnan	llimits.h	a.is_nan()	-
intop	lvm.h	(v1 as u64).wrapping_op(v2 as u64) as i64	wrapping integer op; `op` is the operator token in C
#
# --- Conversion macros (lvm.h) ---
cvt2str	lvm.h	matches!(o, LuaValue::Int(_) | LuaValue::Float(_))	"convert to string" predicate; only numbers
cvt2num	lvm.h	matches!(o, LuaValue::Str(_))	"convert to number" predicate; only strings
tonumber	lvm.h	o.to_number_with_strconv().ok()	with string coercion; returns Option<f64>
tonumberns	lvm.h	o.to_number_no_strconv().ok()	no string coercion
tointeger	lvm.h	o.to_integer_with_strconv(F2Imod::Eq).ok()	with string coercion; returns Option<i64>
tointegerns	lvm.h	o.to_integer_no_strconv(F2Imod::Eq).ok()	-
luaV_fastget	lvm.h	state.fast_get(t, k, raw_get)	fast-path table get; returns `Option<LuaValue>` (None means metamethod check needed)
luaV_fastgeti	lvm.h	state.fast_get_int(t, k)	integer-key fast-path get
luaV_finishfastset	lvm.h	state.finish_fast_set(t, slot, v)?	wraps setobj2t + backward barrier
luaV_shiftr	lvm.h	state.shiftl(x, -y)	shift-right is shift-left by negated count
luaV_rawequalobj	lvm.h	state.equal_obj(None, t1, t2)	raw equality (no L means no metamethod)
LUA_FLOORN2I	lvm.h	F2Imod::Eq	default float→int mode (no rounding; reject non-integral)
#
# --- Memory macros ---
luaM_error	lmem.h	return Err(LuaError::Memory)	OOM raise
luaM_freemem	lmem.h		Rust's Drop handles deallocation; drop the call
luaM_free	lmem.h		"
luaM_freearray	lmem.h		"
luaM_new	lmem.h	Box::new(T::default())	or appropriate constructor
luaM_newvector	lmem.h	vec![T::default(); n]	-
luaM_newvectorchecked	lmem.h	vec_checked::<T>(n)?	wraps the overflow check
luaM_newobject	lmem.h	state.gc().new_obj(tag, sz)	GC-tracked allocation; trivial in Phase A-C via Rc
luaM_growvector	lmem.h	v.reserve_or_grow(state, nelems, limit, what)?	checked grow
luaM_reallocvector	lmem.h	v.resize_with(n, T::default)	-
luaM_shrinkvector	lmem.h	v.truncate(final_n)	-
luaM_reallocvchar	lmem.h	buf.resize(n, 0)	char-buffer realloc — used by Mbuffer
